ISIN;ISIN-Bezeichnung;Verwaltungsgesellschaft;OeNB-Identnummer;LEI;LEI-Status;Wrapper;ISIN-Status;Laufzeitende
AT0000707542;Portfolio Management AUSGEWOGEN (A);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;8106690;529900F1IXRLTETAEV30;ISSUED;1726;A;
AT0000707559;Portfolio Management AUSGEWOGEN (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;8106690;529900F1IXRLTETAEV30;ISSUED;1726;A;
AT0000707567;Portfolio Management SOLIDE (A);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;8106738;529900WHQ9BOB5TYFL45;ISSUED;1727;A;
AT0000707575;Portfolio Management SOLIDE (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;8106738;529900WHQ9BOB5TYFL45;ISSUED;1727;A;
AT0000707674;ERSTE BEST OF WORLD;Erste Asset Management GmbH;7513399;52990021I8OAWY7EQW97;ISSUED;1763;A;
AT0000707682;ERSTE BEST OF WORLD;Erste Asset Management GmbH;7513399;52990021I8OAWY7EQW97;ISSUED;1763;A;
AT0000708151;NÖ HYPO AUSGEWOGEN;MASTERINVEST Kapitalanlage GmbH;7205961;529900L0D9O7KX4F4R38;ISSUED;1830;A;
AT0000708177;NÖ HYPO WACHSTUM;MASTERINVEST Kapitalanlage GmbH;7206038;529900SJQPVMD6KUP483;ISSUED;1832;A;
AT0000708318;HYPO VORARLBERG WELTPORTFOLIO AKTIEN (I1) T;MASTERINVEST Kapitalanlage GmbH;8476225;529900NI9G1DTT8ZXF53;ISSUED;1732;A;
AT0000708755;Apollo Konservativ;Security Kapitalanlage Aktiengesellschaft;8500827;529900LZU964VQF4YH41;ISSUED;1744;A;
AT0000708763;Apollo Ausgewogen (T);Security Kapitalanlage Aktiengesellschaft;8500703;529900U1KY65MC8WWL86;ISSUED;1745;A;
